"Step","251028_normalized_zwidth_v1 - geom/t","251028_normalized_zwidth_v1 - geom/t__MIN","251028_normalized_zwidth_v1 - geom/t__MAX"
"949","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"950","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"955","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"962","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"963","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"965","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"972","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"976","0.009672772708644358","0.009672772708644358","0.009672772708644358"
"991","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"997","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"998","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1001","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1011","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1021","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1026","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1050","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1054","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1063","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1067","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1074","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1075","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1082","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1085","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1088","0.009484986693767936","0.009484986693767936","0.009484986693767936"
"1104","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1113","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1121","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1128","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1129","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1131","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1132","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1133","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1137","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1138","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1143","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1164","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1165","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1168","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1183","0.00930450151431054","0.00930450151431054","0.00930450151431054"
"1212","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1217","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1225","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1230","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1233","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1235","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1239","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1248","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1253","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1262","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1263","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1269","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1270","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1272","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1274","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1280","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1281","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1287","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1288","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1302","0.009147961988984113","0.009147961988984113","0.009147961988984113"
"1311","0.009130900142869847","0.009130900142869847","0.009130900142869847"
"1312","0.009113903168109772","0.009113903168109772","0.009113903168109772"
"1321","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1323","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1326","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1327","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1333","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1349","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1351","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1352","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1353","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1360","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1363","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1365","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1367","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1368","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1371","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1374","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1378","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1393","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1395","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1398","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1399","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1404","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1407","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1409","0.008980218127189275","0.008980218127189275","0.008980218127189275"
"1425","0.00889867826778632","0.00889867826778632","0.00889867826778632"
"1429","0.008834525877936617","0.008834525877936617","0.008834525877936617"
"1437","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1447","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1448","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1449","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1450","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1458","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1459","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1462","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1465","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1466","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1471","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1473","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1475","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1487","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1488","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1491","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1495","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1501","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1502","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1508","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1512","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1513","0.008818634905532014","0.008818634905532014","0.008818634905532014"
"1532","0.008787027208129447","0.008787027208129447","0.008787027208129447"
"1538","0.00869357498827601","0.00869357498827601","0.00869357498827601"
"1540","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1541","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1542","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1547","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1548","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1551","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1552","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1573","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1575","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1577","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1586","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1589","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1590","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1599","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1601","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1608","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1614","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1617","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1628","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1634","0.008662872823528452","0.008662872823528452","0.008662872823528452"
"1651","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1653","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1658","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1659","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1666","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1674","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1676","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1687","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1691","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1701","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1703","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1706","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1708","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1710","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1713","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1715","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1717","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1719","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1721","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1725","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1726","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1731","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1733","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1742","0.008512617301132504","0.008512617301132504","0.008512617301132504"
"1753","0.008468570222320984","0.008468570222320984","0.008468570222320984"
"1761","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1763","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1774","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1782","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1783","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1793","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1797","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1801","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1802","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1804","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1811","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1815","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1822","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1823","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1829","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1831","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1833","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1834","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1837","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1841","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1844","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1847","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1860","0.008367576397833957","0.008367576397833957","0.008367576397833957"
"1862","0.008339169752621257","0.008339169752621257","0.008339169752621257"
"1863","0.008325039906515687","0.008325039906515687","0.008325039906515687"
"1868","0.00825511522049497","0.00825511522049497","0.00825511522049497"
"1870","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1875","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1879","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1894","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1898","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1934","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1940","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1945","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1952","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1957","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1960","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1967","0.008227478781281486","0.008227478781281486","0.008227478781281486"
"1973","0.008186375220008505","0.008186375220008505","0.008186375220008505"
"1980","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"1986","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"1992","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2001","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2007","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2013","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2015","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2017","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2029","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2035","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2040","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2043","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2047","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2050","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2068","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2069","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2077","0.00809207191375669","0.00809207191375669","0.00809207191375669"
"2091","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2093","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2099","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2102","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2106","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2111","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2132","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2136","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2142","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2144","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2147","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2153","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2159","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2165","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2166","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2167","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2172","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2181","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2185","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2186","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2188","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2190","0.007974021410385992","0.007974021410385992","0.007974021410385992"
"2193","0.007935445187933007","0.007935445187933007","0.007935445187933007"
"2200","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2202","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2204","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2209","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2210","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2214","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2233","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2248","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2261","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2264","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2266","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2272","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2273","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2284","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2296","0.007846891602601713","0.007846891602601713","0.007846891602601713"
"2303","0.0078095515156662125","0.0078095515156662125","0.0078095515156662125"
"2322","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2329","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2335","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2344","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2347","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2353","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2357","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2364","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2374","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2376","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2379","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2383","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2397","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2401","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2407","0.007735943431477553","0.007735943431477553","0.007735943431477553"
"2411","0.0077359407112655735","0.0077359407112655735","0.0077359407112655735"
"2420","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2422","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2423","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2429","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2430","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2455","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2460","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2481","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2486","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2488","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2489","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2492","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2502","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2511","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2512","0.007651827736737898","0.007651827736737898","0.007651827736737898"
"2521","0.007639962509482127","0.007639962509482127","0.007639962509482127"
"2523","0.007628132064481729","0.007628132064481729","0.007628132064481729"
"2534","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2538","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2543","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2549","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2550","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2552","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2564","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2566","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2573","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2574","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2579","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2584","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2587","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2591","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2600","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2607","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
"2613","0.0075695478808247086","0.0075695478808247086","0.0075695478808247086"
