"Step","251028_normalized_zwidth_v1 - geom/xoff","251028_normalized_zwidth_v1 - geom/xoff__MIN","251028_normalized_zwidth_v1 - geom/xoff__MAX"
"583","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"585","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"586","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"589","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"591","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"595","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"597","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"613","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"614","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"646","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"647","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"648","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"649","0.039069097972795425","0.039069097972795425","0.039069097972795425"
"651","0.039269097967743","0.039269097967743","0.039269097967743"
"652","0.039469097962690575","0.039469097962690575","0.039469097962690575"
"653","0.03966909795763815","0.03966909795763815","0.03966909795763815"
"663","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"676","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"686","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"703","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"722","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"724","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"752","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"755","0.04097648930595659","0.04097648930595659","0.04097648930595659"
"761","0.04108687797793664","0.04108687797793664","0.04108687797793664"
"763","0.041307418326318714","0.041307418326318714","0.041307418326318714"
"774","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"776","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"789","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"802","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"805","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"807","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"813","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"827","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"840","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"855","0.0420779654088934","0.0420779654088934","0.0420779654088934"
"882","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"883","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"885","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"886","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"896","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"904","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"914","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"922","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"926","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"939","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"940","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"946","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"948","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"949","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"950","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"955","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"962","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"963","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"965","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"972","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"976","0.04316594639051803","0.04316594639051803","0.04316594639051803"
"991","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"997","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"998","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1001","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1011","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1021","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1026","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1050","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1054","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1063","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1067","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1074","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1075","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1082","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1085","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1088","0.04425954767776652","0.04425954767776652","0.04425954767776652"
"1104","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1113","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1121","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1128","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1129","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1131","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1132","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1133","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1137","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1138","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1143","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1164","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1165","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1168","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1183","0.04534972100665061","0.04534972100665061","0.04534972100665061"
"1212","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1217","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1225","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1230","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1233","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1235","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1239","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1248","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1253","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1262","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1263","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1269","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1270","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1272","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1274","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1280","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1281","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1287","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1288","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1302","0.04642793128554018","0.04642793128554018","0.04642793128554018"
"1311","0.04653645575970372","0.04653645575970372","0.04653645575970372"
"1312","0.046644947829547145","0.046644947829547145","0.046644947829547145"
"1321","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1323","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1326","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1327","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1333","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1349","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1351","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1352","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1353","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1360","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1363","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1365","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1367","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1368","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1371","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1374","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1378","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1393","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1395","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1398","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1399","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1404","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1407","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1409","0.047511740114806994","0.047511740114806994","0.047511740114806994"
"1425","0.048052479617366535","0.048052479617366535","0.048052479617366535"
"1429","0.048484531989600003","0.048484531989600003","0.048484531989600003"
"1437","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1447","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1448","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1449","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1450","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1458","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1459","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1462","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1465","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1466","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1471","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1473","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1475","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1487","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1488","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1491","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1495","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1501","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1502","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1508","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1512","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1513","0.04859247159077927","0.04859247159077927","0.04859247159077927"
"1532","0.04880826375303189","0.04880826375303189","0.04880826375303189"
"1538","0.04945495546049561","0.04945495546049561","0.04945495546049561"
"1540","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1541","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1542","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1547","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1548","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1551","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1552","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1573","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1575","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1577","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1586","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1589","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1590","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1599","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1601","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1608","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1614","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1617","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1628","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1634","0.04967029529001826","0.04967029529001826","0.04967029529001826"
"1651","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1653","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1658","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1659","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1666","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1674","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1676","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1687","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1691","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1701","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1703","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1706","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1708","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1710","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1713","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1715","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1717","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1719","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1721","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1725","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1726","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1731","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1733","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1742","0.05074536834030163","0.05074536834030163","0.05074536834030163"
"1753","0.05106737595652186","0.05106737595652186","0.05106737595652186"
"1761","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1763","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1774","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1782","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1783","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1793","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1797","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1801","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1802","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1804","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1811","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1815","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1822","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1823","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1829","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1831","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1833","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1834","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1837","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1841","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1844","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1847","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1860","0.0518178365603165","0.0518178365603165","0.0518178365603165"
"1862","0.05203202972148169","0.05203202972148169","0.05203202972148169"
"1863","0.05213908959852788","0.05213908959852788","0.05213908959852788"
"1868","0.05267402705329351","0.05267402705329351","0.05267402705329351"
"1870","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1875","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1879","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1894","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1898","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1934","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1940","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1945","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1952","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1957","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1960","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1967","0.05288783547464814","0.05288783547464814","0.05288783547464814"
"1973","0.05320837272294211","0.05320837272294211","0.05320837272294211"
"1980","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"1986","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"1992","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2001","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2007","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2013","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2015","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2017","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2029","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2035","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2040","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2043","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2047","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2050","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2068","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2069","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2077","0.05395549121987274","0.05395549121987274","0.05395549121987274"
"2091","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2093","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2099","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2102","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2106","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2111","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2132","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2136","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2142","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2144","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2147","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2153","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2159","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2165","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2166","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2167","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2172","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2181","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2185","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2186","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2188","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2190","0.05501447694898687","0.05501447694898687","0.05501447694898687"
"2193","0.055333750091684994","0.055333750091684994","0.055333750091684994"
"2200","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2202","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2204","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2209","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2210","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2214","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2233","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2248","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2261","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2264","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2266","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2272","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2273","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2284","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2296","0.05607799640439322","0.05607799640439322","0.05607799640439322"
"2303","0.056396653667376756","0.056396653667376756","0.056396653667376756"
"2322","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2329","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2335","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2344","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2347","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2353","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2357","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2364","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2374","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2376","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2379","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2383","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2397","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2401","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2407","0.05713343263950402","0.05713343263950402","0.05713343263950402"
"2411","0.057233523545861816","0.057233523545861816","0.057233523545861816"
"2420","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2422","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2423","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2429","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2430","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2455","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2460","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2481","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2486","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2488","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2489","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2492","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2502","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2511","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2512","0.05817546205872496","0.05817546205872496","0.05817546205872496"
"2521","0.05828139066040519","0.05828139066040519","0.05828139066040519"
"2523","0.05848738656355783","0.05848738656355783","0.05848738656355783"
"2534","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2538","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2543","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2549","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2550","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2552","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2564","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2566","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2573","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2574","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2579","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2584","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2587","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2591","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2600","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2607","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2613","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2622","0.0592165743589108","0.0592165743589108","0.0592165743589108"
"2625","0.0592165743589108","0.0592165743589108","0.0592165743589108"
